Client,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder
1161,143.5732142857,143.0407142857,3,2,53.5714285714,53.5714285714,53.5714285714,0,0,1,1,1,0,0
42,643.1878571429,643.1878571429,4,4,546.6428571429,546.6428571429,178.5714285714,68.5357142857,296.0714285714,9,9,1,1,6
12,466.8003571429,466.8003571429,3,3,770.2510714286,770.2510714286,285.7142857143,393.6082142857,87.5357142857,19,19,1,13,4
1252,134.2367857143,134.15,4,3,534.3571428571,534.3571428571,357.1428571429,0,177,3,3,1,0,1
1383,551.69,548.4903571429,3,2,753.5357142857,753.5357142857,714.2857142857,0,35.7142857143,5,5,1,0,2
420,5620.5425,3085.5864285714,5,3,4114.8378571429,4114.8378571429,1428.5714285714,0,2686.0521428572,6,6,2,0,3
694,1028.265,927.1357142857,5,3,754.7821428571,754.7821428571,232.1428571429,182,16.9642857143,12,12,4,3,1
785,14587.0964285714,14092.6557142857,24,20,2603.0553571429,2109.55,571.4285714286,330.7521428571,709,36,29,3,11,8
250,3460.5292857143,3460.5292857143,5,5,2245.5628571429,2245.5628571429,635.1446428571,1043.1371428572,0,24,24,2,17,0
1566,628.2885714286,628.2885714286,3,3,414.075,414.075,0,168.9678571429,241.2857142857,12,12,0,7,4
1234,7.1432142857,7.1432142857,2,2,21.4285714286,21.4285714286,21.4285714286,0,0,2,2,2,0,0
829,1672.2557142857,1444.895,12,8,1339.8935714286,1328.0721428572,178.5714285714,196.7328571429,597.1428571429,34,31,4,9,14
619,493.24,484.5985714286,4,2,180.7225,180.7225,0,0,180.7225,2,2,0,0,2
1154,418.9014285714,418.9014285714,2,2,269.6035714286,269.6035714286,71.4285714286,132.925,62.6428571429,11,11,1,6,3
455,3024.1539285714,1683.0082142857,24,10,2577.4185714286,1682.9971428572,0,382.4396428571,374.4285714286,47,10,0,24,6
1577,269.1078571429,269.1078571429,3,3,272.6,272.6,0,0,0,3,3,0,0,0
1304,536.6796428571,536.6796428571,2,2,543.2492857143,543.2492857143,285.7142857143,0,254.9278571429,9,9,1,0,7
432,366.4189285714,357.1542857143,6,3,383.1957142857,383.0975,0,228.4546428571,154.6428571429,18,17,0,14,3
1506,637.9307142857,417.9475,16,12,626.5021428571,417.9475,0,0,195.25,21,12,0,0,7
1310,510.8703571429,510.8703571429,3,3,1002.6714285714,1002.6714285714,0,0,991.9571428571,16,16,0,0,14
760,2937.7835714286,2918.6635714286,8,7,2046.1592857143,2046.1592857143,1285.7142857143,541.3378571429,218.4642857143,25,25,4,12,8
1523,1555.075,1555.075,6,6,1554.3964285714,1554.3964285714,0,0,1086.6071428572,11,11,0,0,8
708,2.1785714286,2.1785714286,1,1,22.0857142857,22.0857142857,14.2857142857,7.8,0,3,3,1,2,0
1148,7451.7946428572,7436.7346428572,4,3,1346.4285714286,1346.4285714286,0,0,1328.5714285714,4,4,0,0,3
1372,21.7317857143,0.0028571429,2,1,0,0,0,0,0,0,0,0,0,0
732,329.6389285714,328.8971428571,3,2,450.1571428571,450.1571428571,0,315.9071428571,129.7142857143,9,9,0,4,4
1173,557.9289285714,557.9289285714,4,4,562.1071428571,562.1071428571,557.1428571429,0,0,6,6,3,0,0
29,199.4935714286,192.6217857143,5,4,385.2435714286,192.6217857143,92.8571428571,0,89.2857142857,8,4,1,0,1
446,800.9296428571,800.9296428571,2,2,377,377,357.1428571429,0,17.6785714286,4,4,1,0,2
1592,0,0,0,0,4.1071428571,4.1071428571,0,0,0,1,1,0,0,0
1384,847.4782142857,845.97,6,2,652.9621428571,651.5335714286,178.5714285714,146.8264285714,325.2071428571,14,12,1,5,4
642,5.1128571429,4.6746428571,3,2,6576.5071428572,6576.5071428572,6428.5714285714,147.9357142857,0,15,15,9,6,0
1150,373.4964285714,243.2607142857,7,5,361.5214285714,243.2607142857,0,0,0,9,5,0,0,0
718,1075.4146428572,826.0521428571,13,10,873.9603571429,826.0521428571,382.1428571429,0,35.7142857143,24,15,3,0,1
378,2567.2960714286,2567.1878571429,3,2,1556.8857142857,1556.8857142857,0,62.7785714286,1490.3928571429,8,8,0,1,5
1108,17.8575,17.8575,2,2,6.4285714286,6.4285714286,0,5.9642857143,0,2,2,0,1,0
1098,10117.8157142857,6732.9342857143,19,12,8662.1878571429,7661.5142857143,767.8571428571,255.0985714286,4195.6785714286,47,29,2,12,24
1414,2695.9571428572,301.3728571429,5,3,2498.6071428572,2498.6071428572,103.5714285714,0,2392.8571428572,4,4,1,0,1
1096,714.2928571429,714.2928571429,2,2,505.4857142857,505.4857142857,0,0,0,3,3,0,0,0
617,0.0139285714,0.0139285714,1,1,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
882,418.0507142857,416.8628571429,3,2,1020.2821428572,1020.2821428572,0,281.0321428571,736.75,14,14,0,8,5
728,443.0978571429,443.0978571429,2,2,27.3928571429,27.3928571429,0,0,25,3,3,0,0,2
1453,1633.8364285714,1109.7682142857,21,19,1616.6075,1109.7682142857,71.4285714286,123.8428571429,387.1785714286,36,19,2,3,11
151,1688.0925,1683.585,6,5,1985.6028571429,1985.6028571429,321.4285714286,294.9242857143,1364.6071428572,18,18,2,6,8
864,1095.3032142857,1095.3032142857,2,2,787.8928571429,787.8928571429,785.7142857143,0,0,5,5,3,0,0
623,5226.2578571429,5226.2578571429,5,5,4476.5278571429,4476.5278571429,0,343.9207142857,4129.7857142857,26,26,0,16,9
872,1967.9007142857,1967.9007142857,2,2,1650.6210714286,1650.6210714286,332.1428571429,174.3710714286,1123.3214285714,29,29,3,11,10
1054,1616.3060714286,1616.3060714286,2,2,1893.5653571429,1893.5653571429,178.5714285714,150.2796428571,1550.4285714286,21,21,1,10,8
201,475.3592857143,475.3592857143,2,2,837.0035714286,837.0035714286,464.2857142857,0,0,6,6,3,0,0
851,0.0110714286,0.0110714286,1,1,1312.6532142857,1312.6532142857,792.6646428571,501.2046428571,0,43,43,4,34,0
626,791.2578571429,791.2578571429,3,3,427.0607142857,427.0607142857,78.5714285714,164.2035714286,173.3571428571,13,13,2,7,2
1247,628.2882142857,627.0635714286,5,4,1012.8739285714,1012.8739285714,357.1428571429,274.5525,375.9285714286,26,26,1,4,19
721,1197.4842857143,1190.4464285714,6,5,1147.9,1147.9,178.5714285714,151.9535714286,813.875,17,17,1,4,11
206,371.4371428571,0,3,0,755.5357142857,0,0,0,41.25,3,0,0,0,2
1399,1988.6453571429,1632.6539285714,14,4,1680.8153571429,1461.6967857143,57.1428571429,136.5639285714,931.2903571429,58,21,3,27,8
1424,0.0107142857,0.0107142857,1,1,828.8928571429,828.8928571429,0,0,824.2142857143,4,4,0,0,3
1328,1467.7278571429,1467.7278571429,3,3,1490.3392857143,1490.3392857143,303.5714285714,275.2678571429,905.8214285714,51,51,6,18,21
90,107.1432142857,107.1432142857,2,2,78.9535714286,78.9535714286,35.7142857143,3.3821428571,35.8214285714,4,4,1,1,1
1254,2555.5185714286,2555.5185714286,7,7,2398.9792857143,2398.9792857143,750,364.9792857143,1278.5714285714,36,36,4,17,13
1036,483.4485714286,478.0646428571,4,2,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
1516,1379.6917857143,949.7407142857,11,4,1943.8510714286,1572.6385714286,160.7142857143,364.9267857143,1408.5314285714,41,13,2,23,10
217,11454.8228571429,0.0435714286,3,1,11430.3571428571,11430.3571428571,0,0,11428.5714285714,2,2,0,0,1
212,370.5467857143,370.5467857143,2,2,260.0125,260.0125,214.2857142857,25.4767857143,17.8571428571,8,8,3,2,1
720,406.2510714286,406.2510714286,4,4,487.1071428571,487.1071428571,482.1428571429,0,0,7,7,4,0,0
1405,270.1510714286,270.1510714286,2,2,224.905,224.905,0,0.8903571429,220.6217857143,7,7,0,1,5
1111,1423.46,1420.7310714286,4,3,817.3735714286,817.3735714286,214.2857142857,470.695,130.1071428571,14,14,1,10,2
176,310.8242857143,310.8242857143,2,2,373.4332142857,373.4332142857,125,76.0775,169.7485714286,18,18,4,8,3
577,339.2878571429,339.2878571429,2,2,254.0035714286,254.0035714286,0,0,0,3,3,0,0,0
1146,430.85,430.85,2,2,430.75,430.75,428.5714285714,0,0,2,2,1,0,0
659,750.0021428571,750.0021428571,2,2,798.3071428571,798.3071428571,0,0,189.9285714286,5,5,0,0,2
1287,3261.0707142857,2422.8371428572,18,14,3053.1717857143,2476.4085714286,678.5714285714,12.4607142857,689.5357142857,42,26,7,1,10
452,0.0189285714,0.0189285714,1,1,62.8928571429,62.8928571429,0,0,58.0714285714,2,2,0,0,1
1505,284.5535714286,273.7010714286,7,2,727.4642857143,725.1071428571,571.4285714286,32.0357142857,116.8571428571,16,12,3,1,6
862,253.5725,253.5725,2,2,232.0214285714,232.0214285714,125,104.4142857143,0,17,17,5,8,0
1276,610.8932142857,514.3132142857,4,3,165.9285714286,155.1071428571,35.7142857143,0,0,6,4,1,0,0
1321,354.5778571429,354.5778571429,3,3,560.5357142857,560.5357142857,557.1428571429,0,0,4,4,3,0,0
1513,487.6471428571,478.2292857143,4,3,26,26,0,26,0,2,2,0,2,0
85,196.4964285714,196.4964285714,3,3,120.25,120.25,71.4285714286,8.8928571429,29.2142857143,6,6,2,1,2
1394,860.55,860.55,3,3,1330.2046428572,1330.2046428572,357.1428571429,502.1689285714,464.8571428571,31,31,1,24,5
1005,2507.1132142857,1611.7942857143,31,22,2408.7817857143,1611.7942857143,117.8571428571,70.7653571429,555.9346428571,52,24,4,4,11
1540,357.1435714286,357.1435714286,3,3,357.6010714286,357.6010714286,0,2.2439285714,214.2857142857,6,6,0,1,1
472,32.1432142857,32.1432142857,2,2,21.4285714286,21.4285714286,21.4285714286,0,0,2,2,2,0,0
1429,2063.3407142857,1619.2589285714,23,17,2475.1496428572,1619.2589285714,142.8571428571,36.1035714286,978.3257142857,40,20,1,1,10
1333,1813.0032142857,1636.8978571429,6,5,1468.6275,1454.9132142857,589.2857142857,226.5203571429,363.7142857143,38,36,6,11,13
666,545.7160714286,545.7160714286,4,4,734.3571428571,734.3571428571,0,0,729.7142857143,26,26,0,0,25
1133,3015.0382142857,0.0032142857,5,1,129.9,129.9,0,129.9,0,3,3,0,3,0
1074,21.4285714286,21.4285714286,1,1,21.2857142857,21.2857142857,0,0,17.8928571429,2,2,0,0,1
1378,53.5782142857,53.5782142857,2,2,1344.7692857143,1344.7692857143,214.2857142857,1128.5192857143,0,29,29,2,26,0
338,608.7025,608.7025,4,4,870.1785714286,870.1785714286,0,411.1428571429,452.5714285714,11,11,0,2,6
3,1607.1496428572,1607.1496428572,4,4,123.75,123.75,0,112.8571428571,10.6785714286,3,3,0,1,1
1472,4305.0114285714,4305.0114285714,3,3,1116.1857142857,1116.1857142857,357.1428571429,157.3142857143,360.4285714286,29,29,5,8,9
1196,0.0521428571,0.0521428571,1,1,0.8928571429,0.8928571429,0,0,0,1,1,0,0,0
1167,1161.5360714286,1160.8703571429,4,3,699.5782142857,699.5782142857,178.5714285714,65.6496428571,455.25,14,14,1,1,11
493,2201.5771428572,2148.8985714286,12,11,2213.7735714286,2161.095,800,412.7735714286,887.6071428571,52,51,8,18,18
1010,1371.4492857143,1371.4492857143,3,3,1316.2625,1316.2625,785.7142857143,356.3339285714,167.6428571429,24,24,8,9,3
26,480.7871428571,480.7871428571,3,3,476.7142857143,476.7142857143,457.1428571429,0,16.1785714286,7,7,4,0,2
425,465.0207142857,465.0207142857,3,3,436.1432142857,436.1432142857,250,0,185.7146428571,6,6,1,0,4
1255,107.1439285714,107.1439285714,2,2,112.5567857143,112.5567857143,0,0,0,5,5,0,0,0
243,9618.215,9605.2810714286,11,8,16060.4171428571,10703.2742857143,9714.2857142857,640.5421428571,344.8392857143,32,31,6,16,7
844,428.5725,428.5725,3,3,927.5357142857,927.5357142857,525,10.7142857143,207.7142857143,10,10,3,1,4
1615,1497.35,1497.3332142857,5,4,1877.4560714286,1877.4560714286,178.5714285714,3.8846428571,1694.7857142857,16,16,1,1,13
1418,2013.5864285714,2013.5864285714,2,2,1044.7675,1044.7675,178.5714285714,475.6253571429,388.3921428571,23,23,2,16,4
1275,0.0096428571,0.0096428571,1,1,2.5310714286,2.5310714286,0,0,0,2,2,0,0,0
1208,844.8542857143,844.8542857143,3,3,376.25,376.25,178.5714285714,0,194.6428571429,7,7,1,0,5
1112,779.8142857143,779.8142857143,2,2,394.2785714286,394.2785714286,0,0,0,3,3,0,0,0
931,361.6082142857,361.6082142857,4,4,357.2142857143,357.2142857143,260.7142857143,67.25,29.25,22,22,12,9,1
907,196.4317857143,196.4317857143,3,3,97.5,97.5,0,0,97.5,5,5,0,0,5
1261,1696.0903571429,1159.6821428572,26,23,1700.4360714286,1144.2185714286,185.7142857143,55.6282142857,199.5,42,22,4,6,6
1477,335.0964285714,333.5053571429,3,2,400.2642857143,400.2642857143,142.8571428571,74.6571428571,179.9285714286,19,19,3,8,6
376,751.4557142857,750.005,9,6,483.3571428571,481.9285714286,0,0,470.4642857143,12,10,0,0,7
879,473.5410714286,473.5410714286,2,2,1007.1392857143,1007.1392857143,535.7142857143,178.1035714286,290.8214285714,17,17,2,9,5
1248,407.2042857143,407.2042857143,2,2,31.5571428571,31.5571428571,0,31.5571428571,0,2,2,0,2,0
1460,886.4507142857,866.4657142857,11,10,969.6785714286,967.5357142857,0,0,910.7142857143,23,22,0,0,18
664,892.5410714286,892.5410714286,3,3,591.4285714286,591.4285714286,0,0,588.9285714286,7,7,0,0,6
1536,2011.085,1494.2214285714,7,4,2824.1785714286,2822.75,1946.4285714286,17.0357142857,460.3571428571,25,23,7,1,11
536,167.7882142857,167.7882142857,3,3,185.6428571429,185.6428571429,0,0,183.4642857143,2,2,0,0,1
1507,462.5657142857,444.2332142857,3,2,245.0357142857,245.0357142857,0,0,245.0357142857,5,5,0,0,5
1059,1234.1964285714,876.2532142857,6,3,925.325,925.325,328.5714285714,94.2178571429,502.5357142857,14,14,3,2,9
245,519.7157142857,519.7157142857,3,3,963.2392857143,963.2392857143,857.1428571429,103.9178571429,0,14,14,3,9,0
970,701.17,695.5732142857,4,3,328.5714285714,328.5714285714,328.5714285714,0,0,1,1,1,0,0
1492,482.6446428571,482.6446428571,2,2,552.3214285714,552.3214285714,410.7142857143,0,138.5714285714,8,8,2,0,5
218,1950.9017857143,1373.1585714286,17,14,2083.9275,1363.6978571429,485.7142857143,39,216.8571428571,27,14,4,2,2
520,18518.5357142857,9673.5060714286,13,4,19754.6785714286,10301.1071428571,1642.8571428572,97.5357142857,525,8,6,2,2,1
1178,692.8917857143,632.1442857143,10,7,391.8689285714,391.8689285714,0,0,386.1071428571,18,18,0,0,15
1375,787.155,787.155,2,2,616.5,616.5,0,427.3928571429,185.7142857143,8,8,0,6,1
1308,0,0,0,0,0.8939285714,0.8939285714,0,0,0,1,1,0,0,0
1047,3.9964285714,0.0128571429,2,1,169.5714285714,169.5714285714,0,0,166.9642857143,4,4,0,0,3
594,1014.93,1014.7339285714,5,4,717.6428571429,717.6428571429,0,0,714.25,10,10,0,0,9
757,1183.3957142857,1183.3957142857,5,5,1117.8821428572,1117.8821428572,535.7142857143,0,363.8928571429,7,7,2,0,2
276,390.4842857143,390.4842857143,2,2,517.4107142857,517.4107142857,0,16.0892857143,140.5357142857,5,5,0,1,2
809,1156.0696428572,1053.5378571429,4,3,1444.0896428572,1434.5896428572,857.1428571429,372.2682142857,44.6428571429,30,28,3,20,2
368,0.005,0.005,1,1,0,0,0,0,0,0,0,0,0,0
507,1372.6646428572,1370.8414285714,7,3,1035.6071428572,1034.1785714286,103.5714285714,69.5357142857,856.75,14,12,1,6,3
36,7155.6303571429,7142.885,4,2,0,0,0,0,0,0,0,0,0,0
264,1071.5267857143,1071.5267857143,2,2,1324.6428571429,1324.6428571429,250,0,1071.4285714286,4,4,1,0,1
679,2622.0071428572,2608.2178571429,4,3,2848.2178571429,2848.2178571429,714.2857142857,841.075,1290.3571428572,16,16,3,3,8
631,233.9285714286,233.9285714286,2,2,233.5357142857,233.5357142857,0,0,231.5714285714,3,3,0,0,2
1441,510.0760714286,510.0760714286,2,2,823.6071428571,823.6071428571,750,0,71.4285714286,11,11,4,0,2
1442,966.1914285714,966.1914285714,2,2,653.5335714286,653.5335714286,246.4285714286,83.8192857143,320.6071428571,18,18,5,8,3
116,91.0807142857,91.0807142857,2,2,126.9285714286,126.9285714286,0,124.9642857143,0,2,2,0,1,0
1176,84.1075,84.1075,2,2,133.3928571429,133.3928571429,0,0,0,4,4,0,0,0
132,68.4014285714,0,1,0,0,0,0,0,0,0,0,0,0,0
1140,535.3967857143,535.3967857143,5,5,725.4978571429,725.4978571429,50,318.355,357.1428571429,19,19,5,13,1
936,0.0007142857,0.0007142857,1,1,3.3928571429,3.3928571429,0,0,0,1,1,0,0,0
1232,1209.5428571429,1209.5428571429,3,3,1338.365,1338.365,321.4285714286,184.5078571429,825.2857142857,22,22,1,10,10
1262,518.0146428571,518.0139285714,4,3,1016.8857142857,1016.8857142857,178.5714285714,144.3142857143,688.25,13,13,1,7,4
249,2428.6885714286,2428.6885714286,2,2,1797.1553571429,1797.1553571429,192.8571428571,563.2467857143,1041.0514285714,22,22,3,10,9
831,788.0039285714,788.0039285714,3,3,1018.8021428572,1018.8021428572,0,0,1016.5164285714,6,6,0,0,5
288,645.2521428571,645.2521428571,2,2,729.575,729.575,242.8571428571,135.075,348.9285714286,16,16,4,4,5
1282,18929.4753571429,18547.135,11,5,13184.9339285714,12776.7857142857,0,402.7910714286,0,35,4,0,28,0
738,0.0210714286,0.0210714286,1,1,699.9214285714,699.9214285714,0,0,0,3,3,0,0,0
766,25314.0128571429,25314.0128571429,5,5,398.3928571429,398.3928571429,0,0,396,6,6,0,0,5
247,4184.0689285714,2380.5107142857,11,5,1233.1071428572,1230.75,571.4285714286,246.1071428571,410.5714285714,22,18,4,3,8
283,0.0010714286,0.0010714286,1,1,16.2392857143,16.2392857143,10.7142857143,4.275,0,5,5,2,2,0
1576,1580.5314285714,1256.5639285714,15,13,1585.6982142857,1256.5639285714,214.2857142857,0,376.8535714286,28,17,1,0,11
986,494.6142857143,232.7514285714,14,5,504.0071428571,232.7514285714,0,0,0,19,5,0,0,0
430,7.1428571429,7.1428571429,1,1,7.1428571429,7.1428571429,7.1428571429,0,0,1,1,1,0,0
122,857.1078571429,857.1078571429,3,3,862.4289285714,862.4289285714,0,0,861.7860714286,5,5,0,0,4
1094,0.0117857143,0.0117857143,1,1,1366.3139285714,1366.3139285714,53.5714285714,351.9503571429,891.3278571429,31,31,1,21,4
776,393.0678571429,392.8942857143,4,3,339.4257142857,339.4257142857,0,0,334.7471428571,9,9,0,0,8
1312,956.3582142857,956.3582142857,8,8,956.3771428571,956.3771428571,171.4285714286,129.9296428571,651.6260714286,21,21,2,8,10
422,1235.7682142857,1232.8057142857,4,3,1471.8928571429,1471.8928571429,535.7142857143,0,936.1785714286,8,8,1,0,7
492,520.0707142857,490.2910714286,8,3,1111.1189285714,966.0689285714,278.5714285714,0,663.9285714286,34,25,11,0,6
1376,162.9942857143,92.8575,3,2,95.3928571429,93.6071428571,0,0,0,3,2,0,0,0
1144,954.6217857143,824.8064285714,13,10,888.4675,758.8760714286,178.5714285714,114.6821428571,93.8571428571,22,18,3,6,2
1194,160.7153571429,160.7153571429,2,2,142.8571428571,142.8571428571,142.8571428571,0,0,1,1,1,0,0
1077,90124.6096428571,68667.5525,8,6,119906.503928571,73477.9325,214.2857142857,654.0396428571,72278.7821428571,55,54,3,24,21
1193,1442.8378571429,1151.6528571429,23,21,1661.2010714286,1207.9064285714,507.1428571429,331.15,75.1785714286,55,36,6,21,2
56,977.3978571429,964.9039285714,3,2,478.7457142857,478.7457142857,314.2857142857,164.46,0,10,10,3,7,0
1555,337.5478571429,337.5478571429,2,2,271.6678571429,271.6678571429,142.8571428571,46.8464285714,17.8571428571,13,13,2,2,1
1142,10.4696428571,0,1,0,0,0,0,0,0,0,0,0,0,0
906,162.5007142857,162.5007142857,4,4,280.6092857143,280.6092857143,208.5060714286,67.8464285714,0,18,18,11,5,0
974,327.8932142857,327.8932142857,2,2,321.8928571429,321.8928571429,321.4285714286,0,0,2,2,1,0,0
1366,597.2864285714,597.2864285714,3,3,631.8928571429,631.8928571429,142.8571428571,21.1785714286,457.3571428571,18,18,1,1,14
1102,944.3921428571,944.3921428571,2,2,200.6671428571,200.6671428571,25,175.6671428571,0,9,9,1,8,0
902,357.1621428571,357.1621428571,2,2,95.8928571429,95.8928571429,35.7142857143,58.9285714286,0,4,4,1,2,0
818,528.4346428571,528.4346428571,2,2,478.2046428571,478.2046428571,0,140.3392857143,334.4725,14,14,0,6,7
215,601.3675,601.3675,3,3,645.6785714286,645.6785714286,250,14.25,378.8214285714,9,9,1,1,6
1504,6.7178571429,5.1625,3,2,10.325,5.1625,0,0,0,4,2,0,0,0
1605,659.2539285714,659.2539285714,4,4,680.5478571429,680.5478571429,300,148.3335714286,230.9642857143,18,18,7,7,3
1051,10714.2025,1583.3296428572,16,4,10748.3392857143,1220.7335714286,321.4285714286,7.1071428571,233.1428571429,29,17,1,1,9
1049,0.0078571429,0.0078571429,1,1,189.7178571429,189.7178571429,0,0,0,3,3,0,0,0
1313,391.3325,391.3325,2,2,589.8575,589.8575,0,0,587.0360714286,9,9,0,0,8
127,32.15,32.15,3,3,52.1428571429,52.1428571429,0,0,52.1428571429,4,4,0,0,4
336,500.2071428571,446.9746428571,13,9,556.9128571429,488.9389285714,196.4285714286,130.6335714286,106.25,27,19,4,5,5
1361,0.0042857143,0.0042857143,1,1,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
1344,402.2885714286,402.2885714286,5,5,690.3285714286,690.3285714286,267.8571428571,63.3892857143,355.6892857143,15,15,2,3,9
1246,0.0335714286,0.0335714286,1,1,500.8878571429,500.8878571429,440.4785714286,19.0821428571,35.7142857143,10,10,3,2,1
1202,196.445,196.445,2,2,53.5714285714,53.5714285714,0,44.1428571429,7.4642857143,4,4,0,1,2
820,259.8217857143,259.8217857143,4,4,158.9642857143,158.9642857143,17.8571428571,0,137.5,4,4,1,0,2
1437,485.0035714286,485.0035714286,6,6,203.3571428571,203.3571428571,0,73.1785714286,126.7857142857,5,5,0,2,2
172,109.9739285714,107.1467857143,6,2,18,16.5714285714,0,0,15.8571428571,5,3,0,0,2
484,760.6121428571,760.6121428571,9,9,578.2142857143,578.2142857143,53.5714285714,139.7142857143,379.4285714286,29,29,1,15,11
644,0.265,0.0010714286,2,1,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
5,4372.7739285714,2964.2903571429,23,14,5868.4607142857,4031.925,157.1428571429,832.175,1779.5714285714,44,41,4,17,13
51,34.8039285714,0.0075,2,1,0,0,0,0,0,0,0,0,0,0
93,2186.5410714286,1367.8278571429,25,17,2137.9546428572,1356.1046428572,32.1428571429,0,220.3214285714,36,16,1,0,8
1483,522.0367857143,522.0367857143,2,2,541.075,541.075,339.2857142857,26.7892857143,142.8571428571,11,11,3,2,2
1562,461.8932142857,461.8932142857,3,3,560.8214285714,560.8214285714,435.7142857143,0,121.7142857143,6,6,3,0,2
407,783.5225,783.5225,3,3,705.9678571429,705.9678571429,178.5714285714,64.5035714286,459.3214285714,19,19,1,3,14
1340,5823.4089285714,5823.4089285714,3,3,5244.9642857143,5244.9642857143,1607.1428571429,310.6464285714,3205.5357142857,21,21,4,6,9
854,554.5521428571,554.0432142857,3,2,764.5360714286,764.5360714286,542.8571428571,21.3571428571,195.7860714286,7,7,2,1,3
1351,454.6146428571,449.305,3,2,403.6642857143,403.6642857143,0,107.7357142857,293.4285714286,14,14,0,7,6
1367,1946.5960714286,1946.5753571429,5,4,1832.1785714286,1832.1785714286,1071.4285714286,35.3571428571,721.6785714286,18,18,5,1,11
942,226.2610714286,214.2903571429,3,2,173.9285714286,173.9285714286,0,0,173.5,4,4,0,0,3
1354,214.2860714286,214.2860714286,2,2,194.8,194.8,0,25.4428571429,0,8,8,0,5,0
494,1584.6292857143,1482.645,4,3,1490.6535714286,1482.3321428572,564.2857142857,0,515.0357142857,19,17,3,0,9
1316,2713.495,2665.0392857143,4,2,2985.4235714286,2874.7678571429,400,507.8164285714,2029.25,41,39,4,26,10
621,7.3978571429,0.0025,3,1,0.2889285714,0,0,0,0,1,0,0,0,0
562,2130.2185714286,2130.2185714286,11,11,1837.9675,1837.9675,0,0,1295.2889285714,20,20,0,0,18
41,1638.6285714286,1638.6285714286,4,4,948.9107142857,948.9107142857,310.7142857143,523.9107142857,107.1428571429,18,18,6,7,1
405,3884.7760714286,2330.7896428572,21,12,3201.5010714286,2330.7896428572,357.1428571429,0,433.1535714286,25,12,1,0,4
1486,7311.44,7311.44,10,10,7460.3817857143,7460.3817857143,178.5714285714,0,2357.3078571429,27,27,1,0,20
541,0.0003571429,0.0003571429,1,1,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
123,30.3817857143,30.3817857143,2,2,35.8928571429,35.8928571429,0,33.9285714286,0,2,2,0,1,0
935,957.4142857143,643.4035714286,13,11,977.4142857143,643.4035714286,171.4285714286,0,153.7142857143,21,11,3,0,5
740,420.7635714286,420.7635714286,2,2,876.5357142857,876.5357142857,857.1428571429,0,17.8571428571,6,6,2,0,1
1134,2842.7089285714,2234.1964285714,31,28,3054.2846428572,2216.3392857143,364.2857142857,191.7785714286,681.0357142857,66,40,6,12,11
13,1201.1071428572,1095.6446428572,6,3,1232.7964285714,1158.3678571429,339.2857142857,173.4321428571,312.5357142857,41,39,6,17,10
301,188.8335714286,3.5714285714,5,1,236.28,3.3928571429,196.4285714286,0,0,12,1,3,0,0
1009,272.1678571429,271.4303571429,5,4,249.4642857143,249.4642857143,71.4285714286,0,175.4285714286,7,7,1,0,5
460,863.5235714286,863.5235714286,2,2,1188.1717857143,1188.1717857143,750,117.8146428571,318.1785714286,14,14,1,4,7
1517,374.3957142857,374.3957142857,2,2,337.1428571429,337.1428571429,53.5714285714,10,269.7142857143,11,11,1,1,7
1473,1787.1275,939.1289285714,14,5,3875.1378571429,3794.5807142857,357.1428571429,444.5975,2076.7857142857,48,38,1,26,11
925,472.5007142857,472.5007142857,3,3,470.0357142857,470.0357142857,267.8571428571,0,200,4,4,2,0,1
21,409.8507142857,409.3003571429,3,2,505.6535714286,505.6535714286,178.5714285714,259.1892857143,64.2857142857,22,22,4,14,3
1436,14.3128571429,14.2892857143,3,2,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
886,4881.5839285714,2899.9917857143,6,4,2691.6328571429,2691.6328571429,232.1428571429,107.6685714286,387.1071428571,25,25,3,9,11
1495,555.4510714286,554.5557142857,4,3,592.0803571429,592.0803571429,250,0,339.6875,5,5,2,0,2
1087,1430.5771428572,1428.5825,3,2,1508.7857142857,80.2142857143,0,80.2142857143,0,2,1,0,1,0
1519,582.0442857143,437.5935714286,8,6,696.6153571429,437.5935714286,178.5714285714,0,110.75,10,6,1,0,2
379,3.7842857143,0.0160714286,2,1,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
581,1993.0303571429,1990.6478571429,8,3,2176.4542857143,2174.0971428572,35.7142857143,1039.6114285714,362.9285714286,43,39,1,24,7
1295,890.6732142857,737.9678571429,6,2,931.2207142857,867.3921428571,178.5714285714,207.9857142857,16.5178571429,21,15,2,8,3
72,430.8242857143,430.8242857143,4,4,1261.1071428572,1261.1071428572,357.1428571429,0,880.1071428571,13,13,1,0,10
257,1688.7975,1654.1114285714,7,6,1040.8521428572,1038.745,0,0,608.9285714286,10,9,0,0,4
1115,0.0003571429,0.0003571429,1,1,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
