Client,Sex,Age,Tenure,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
1055,0.0,21,10,7913.3985714286,7913.3985714286,5.0,5.0,1027.4178571429,1027.4178571429,428.5714285714,11.6785714286,213.5357142857,12.0,12.0,3.0,1.0,4.0,1,,,,,,838.6396428571001,,,,,,1.0,0.0,0.0,0.5164285714,0.0,0.0
1047,1.0,41,14,3.9964285714,0.0128571429,2.0,1.0,169.5714285714,169.5714285714,0.0,0.0,166.9642857143,4.0,4.0,0.0,0.0,3.0,1,1.0,2.0,,,,10.6389285714,3286.0982142857,8152.3864285714,,,,,,,,,
1247,0.0,61,55,628.2882142857,627.0635714286,5.0,4.0,1012.8739285714,1012.8739285714,357.1428571429,274.5525,375.9285714286,26.0,26.0,1.0,4.0,19.0,1,1.0,,1.0,,,790.3917857142999,0.009642857099999999,,0.0,,,1.0,0.0,0.0,20.4510714286,0.0,0.0
56,0.0,54,105,977.3978571429,964.9039285714,3.0,2.0,478.7457142857,478.7457142857,314.2857142857,164.46,0.0,10.0,10.0,3.0,7.0,0.0,1,1.0,,,,,583.7142857143,2907.0942857143,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1472,1.0,70,146,4305.0114285714,4305.0114285714,3.0,3.0,1116.1857142857,1116.1857142857,357.1428571429,157.3142857143,360.4285714286,29.0,29.0,5.0,8.0,9.0,1,,,,,,7.1428571429,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1056,1.0,10,159,0.0217857143,0.0217857143,1.0,1.0,0.8939285714,0.8939285714,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,,,,,,283.605,,,,,,1.0,0.0,1.0,10.527142857100001,0.0,12.0
414,1.0,33,116,838.1967857143,828.2978571428999,5.0,4.0,402.75,402.75,0.0,0.0,399.0714285714,5.0,5.0,0.0,0.0,4.0,1,2.0,14.0,,,,281.4935714286,714.1492857142999,10218.1439285714,,,,0.0,0.0,0.0,0.0,0.0,0.0
709,0.0,26,25,5259.26,5259.26,2.0,2.0,8651.025,8651.025,214.2857142857,94.0964285714,8337.5357142857,16.0,16.0,2.0,3.0,8.0,1,,,,,,683.5714285714,,,,,,0.0,1.0,0.0,0.0,3.9653571429000003,0.0
572,0.0,39,16,732.0407142857001,732.0407142857001,3.0,3.0,1914.3407142857,1914.3407142857,1107.1428571428999,299.2696428571,502.2853571429,28.0,28.0,5.0,9.0,9.0,1,,,1.0,,,2739.5639285714,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
1551,1.0,3,15,67.4985714286,67.4553571429,5.0,4.0,471.87892857139997,404.4253571429,107.14285714290001,61.810714285699994,232.0357142857,13.0,10.0,1.0,5.0,2.0,1,,,1.0,,,0.0,,,44.6228571429,,,,,,,,
360,0.0,46,86,7.2978571429,0.0028571429,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,,,,,5871.2321428571995,18085.488214285702,,,,,0.0,0.0,1.0,0.0,0.0,14.198214285699999
807,0.0,42,86,1695.6903571429,1695.6903571429,3.0,3.0,1509.3,1509.3,0.0,264.9785714286,935.25,22.0,22.0,0.0,9.0,11.0,1,,,,,,256.4892857143,,,,,,,,,,,
442,0.0,13,38,625.9192857143,625.9192857143,2.0,2.0,1739.75,1739.75,1178.5714285714,243.5357142857,311.3928571429,14.0,14.0,3.0,1.0,6.0,1,,,1.0,,,1083.0153571429,,,92.625,,,0.0,0.0,0.0,0.0,0.0,0.0
1010,1.0,59,32,1371.4492857143,1371.4492857143,3.0,3.0,1316.2625,1316.2625,785.7142857142999,356.3339285714,167.6428571429,24.0,24.0,8.0,9.0,3.0,1,,,,,,4700.1442857143,,,,,,,,,,,
982,1.0,86,88,0.009642857099999999,0.009642857099999999,1.0,1.0,1805.0464285714002,1805.0464285714002,1071.4285714286,30.2607142857,569.1785714286,18.0,18.0,1.0,3.0,11.0,1,,,,,,1813.5207142857,,,,,,0.0,1.0,0.0,0.0,6.7857142857,0.0
428,0.0,49,102,560.6892857143,560.6892857143,3.0,3.0,1242.7839285713999,1242.7839285713999,714.2857142857001,0.0,525.7839285714,12.0,12.0,3.0,0.0,7.0,2,,,,,,3779.6132142857,,,,,,0.0,1.0,0.0,0.0,2.7142857143,0.0
433,1.0,43,183,714.2885714286,714.2885714286,2.0,2.0,390.7142857143,390.7142857143,0.0,0.0,387.1071428571,13.0,13.0,0.0,0.0,12.0,2,,,,,,114.64285714290001,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
999,1.0,26,85,60.786071428599996,60.786071428599996,2.0,2.0,56.8714285714,56.8714285714,53.571428571400006,2.05,0.0,5.0,5.0,3.0,1.0,0.0,1,,,,,,26.3039285714,,,,,,,,,,,
201,0.0,68,34,475.35928571430003,475.35928571430003,2.0,2.0,837.0035714286,837.0035714286,464.2857142857,0.0,0.0,6.0,6.0,3.0,0.0,0.0,2,,,,,,5112.8564285714,,,,,,,,,,,
1301,0.0,52,71,799.4435714286,799.4435714286,7.0,7.0,587.3571428571,587.3571428571,0.0,0.0,578.3928571429,13.0,13.0,0.0,0.0,11.0,1,,,1.0,,,603.4128571429001,,,93.6035714286,,,0.0,0.0,0.0,0.0,0.0,0.0
1522,0.0,72,143,3483.0314285714003,2840.8239285714003,13.0,6.0,2926.7796428571996,2793.2832142857,0.0,128.1392857143,2176.2142857143,16.0,11.0,0.0,2.0,9.0,1,1.0,2.0,,1.0,,68.95928571430001,49838.2914285714,0.0,,212.1153571429,,0.0,1.0,0.0,0.0,11.176785714300001,0.0
674,1.0,31,263,1552.6810714285998,1552.6810714285998,10.0,10.0,1480.4314285714001,1480.4314285714001,289.2857142857,458.7528571429,732.1785714286,39.0,39.0,3.0,22.0,13.0,1,,,1.0,,,16362.983214285701,,,745.5571428571001,,,,,,,,
1564,1.0,29,175,679.6060714286,519.1135714286,23.0,18.0,701.6596428571,506.0028571429,139.2857142857,122.0817857143,83.9285714286,41.0,27.0,6.0,14.0,1.0,1,,,1.0,,,45.0978571429,,,531.6296428571,,,1.0,0.0,1.0,9.2901785714,0.0,6.9285714286
108,1.0,39,82,1175.4803571429,1171.3260714286,8.0,6.0,465.5,465.5,0.0,31.6071428571,430.5,10.0,10.0,0.0,2.0,7.0,1,2.0,,1.0,,,816.8389285714,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
845,1.0,31,37,0.0,0.0,0.0,0.0,0.8939285714,0.8939285714,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,,,,,,459.5907142857,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1262,0.0,34,67,518.0146428571,518.0139285714,4.0,3.0,1016.8857142857,1016.8857142857,178.5714285714,144.3142857143,688.25,13.0,13.0,1.0,7.0,4.0,1,1.0,1.0,,,,5.7278571429,35256.9778571429,1350.0739285714,,,,,,,,,
34,1.0,48,104,18889.2939285714,18134.3675,11.0,4.0,8458.4064285714,7683.438214285699,1107.1428571428999,844.5753571429,5775.094285714301,54.0,19.0,6.0,33.0,11.0,1,1.0,3.0,1.0,1.0,,188.60857142860002,1343.2589285714,0.0,0.0,728.6689285714,,1.0,0.0,0.0,0.6010714286,0.0,0.0
134,0.0,32,128,528.7110714286,433.4292857143,3.0,2.0,403.8214285714,401.0,285.7142857143,0.0,0.0,6.0,5.0,2.0,0.0,0.0,1,,,,,1.0,2809.1978571429,,,,,7237.215357142901,0.0,0.0,1.0,0.0,0.0,20.14
250,1.0,31,42,3460.5292857143,3460.5292857143,5.0,5.0,2245.5628571429,2245.5628571429,635.1446428570999,1043.1371428572,0.0,24.0,24.0,2.0,17.0,0.0,1,,,,,,536.9514285714,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1200,1.0,50,81,2621.3525,1872.0553571429,33.0,23.0,3043.3957142857003,1872.0553571429,392.8571428571,315.0910714286,53.035714285699996,51.0,28.0,6.0,9.0,5.0,1,1.0,2.0,1.0,1.0,,2137.8975,6841.3146428572,71428.57142857139,0.0,2.3571428571,,,,,,,
1202,0.0,74,62,196.445,196.445,2.0,2.0,53.571428571400006,53.571428571400006,0.0,44.1428571429,7.4642857143,4.0,4.0,0.0,1.0,2.0,3,,,,,,1500.8082142857002,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1240,0.0,47,150,5316.9128571429,3320.0114285714003,30.0,24.0,4826.7728571429,3320.0114285714003,375.0,14.2857142857,861.1428571429,47.0,26.0,7.0,1.0,9.0,1,,,1.0,,2.0,5.8428571429,,,0.0,,194.8039285714,,,,,,
1148,1.0,70,152,7451.7946428571995,7436.7346428572,4.0,3.0,1346.4285714286,1346.4285714286,0.0,0.0,1328.5714285714,4.0,4.0,0.0,0.0,3.0,1,1.0,,,1.0,,83.90107142859999,569.4092857143,,,808.1078571428999,,,,,,,
68,0.0,54,20,874.6642857142999,832.8860714286,6.0,4.0,815.5914285714,773.8510714286,678.5553571429,34.3392857143,10.714285714299999,33.0,31.0,13.0,3.0,1.0,1,,,1.0,,,4714.4482142857005,,,0.0,,,0.0,1.0,0.0,0.0,3.5,0.0
838,0.0,24,181,414.825,414.825,4.0,4.0,781.5925,781.5925,107.14285714290001,338.075,335.6246428571,20.0,20.0,1.0,13.0,5.0,1,,,1.0,,,54.4821428571,,,0.0,,,0.0,0.0,1.0,0.0,0.0,3.8928571429
1318,1.0,62,242,278.865,278.865,4.0,4.0,78.5,78.5,0.0,78.5,0.0,2.0,2.0,0.0,2.0,0.0,1,,,,,,3547.1307142857,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,62,0,1190.1578571429,1128.1821428572,5.0,4.0,1128.9892857143,1126.1678571429,317.8571428571,169.9178571429,515.3214285714,37.0,36.0,4.0,16.0,14.0,2,,,,,1.0,2588.3489285714,,,,,229.35857142860002,,,,,,
438,1.0,30,217,536.4296428571,536.4296428571,3.0,3.0,480.6857142857,480.6857142857,300.0,89.00714285709999,89.2857142857,17.0,17.0,4.0,8.0,2.0,1,,,,,,8206.7671428572,,,,,,0.0,1.0,1.0,0.0,4.2857142857,18.1725
422,1.0,27,160,1235.7682142857,1232.8057142857,4.0,3.0,1471.8928571429,1471.8928571429,535.7142857143,0.0,936.1785714286,8.0,8.0,1.0,0.0,7.0,1,1.0,1.0,,,,502.4460714286,92.50607142860001,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0714285714
479,0.0,30,96,887.9725,886.0814285714,9.0,5.0,420.4785714286,419.05,167.8571428571,164.1214285714,82.3214285714,24.0,22.0,2.0,9.0,9.0,1,1.0,1.0,1.0,1.0,,74.8078571429,4352.0678571429,0.0,0.0,627.8571428571,,0.0,1.0,0.0,0.0,102.1464285714,0.0
294,1.0,54,101,1268.7489285714,1264.4696428572,4.0,3.0,1161.3214285714,1161.3214285714,535.7142857143,0.0,623.3214285714,7.0,7.0,1.0,0.0,5.0,1,1.0,13.0,,,,13.1817857143,18834.435,0.0,,,,1.0,0.0,0.0,10.09875,0.0,0.0
630,0.0,22,178,0.0046428571,0.0046428571,1.0,1.0,691.6428571429,691.6428571429,232.1428571429,76.1428571429,372.6428571429,15.0,15.0,2.0,10.0,2.0,1,,,,,,389.45,,,,,,0.0,0.0,1.0,0.0,0.0,16.925
841,1.0,63,134,6.243214285700001,0.0003571429,5.0,1.0,0.028571428599999997,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1.0,2.0,,,,1029.6585714286,0.0,0.0,,,,,,,,,
1215,0.0,29,55,887.5417857143,887.5417857143,4.0,4.0,1333.4321428572,1333.4321428572,571.4285714286,111.21785714290002,645.1071428571,17.0,17.0,4.0,3.0,6.0,1,,,,,,3079.5114285714003,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1519,0.0,41,4,582.0442857143,437.5935714286,8.0,6.0,696.6153571428999,437.5935714286,178.5714285714,0.0,110.75,10.0,6.0,1.0,0.0,2.0,1,,,1.0,,,165.2125,,,1076.4303571429,,,0.0,1.0,0.0,0.0,0.42857142859999997,0.0
537,0.0,78,58,782.1517857142999,782.1517857142999,5.0,5.0,267.0575,267.0575,0.0,0.0,264.45035714290003,8.0,8.0,0.0,0.0,7.0,1,,1.0,,,,814.4560714286,,0.0,,,,0.0,0.0,1.0,0.0,0.0,13.2142857143
693,1.0,15,54,1581.5092857143,1581.5092857143,5.0,5.0,1457.8482142857001,1457.8482142857001,292.8571428571,443.3125,712.5357142857001,65.0,65.0,10.0,27.0,21.0,1,,,1.0,,,2889.7817857143,,,0.0,,,1.0,0.0,1.0,0.2135714286,0.0,17.1071428571
263,1.0,67,10,76.7871428571,76.7871428571,3.0,3.0,256.0714285714,256.0714285714,135.7142857143,2.5,117.85714285709999,5.0,5.0,2.0,1.0,2.0,1,,,,,,40.8128571429,,,,,,,,,,,
379,0.0,69,150,3.7842857143,0.0160714286,2.0,1.0,1.9642857143,1.9642857143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1.0,6.0,,,,7.8696428571000006,606.1792857143,23214.2857142857,,,,,,,,,
111,1.0,34,94,1329.8528571429,1329.8528571429,4.0,4.0,1889.8721428572,1889.8721428572,1250.0,267.8364285714,369.5357142857,15.0,15.0,2.0,6.0,6.0,1,,,1.0,,,0.0,,,31.5575,,,,,,,,
1158,1.0,33,0,4396.2071428572,4272.8057142857,7.0,5.0,6316.8,4945.84,1250.0,0.0,3468.2728571428997,21.0,19.0,1.0,0.0,15.0,1,1.0,,1.0,,,7.1428571429,3684.8639285714003,,0.0,,,1.0,0.0,0.0,1.65625,0.0,0.0
1438,1.0,27,199,671.4289285714,671.4289285714,3.0,3.0,706.3214285714,706.3214285714,0.0,0.0,703.9285714286,7.0,7.0,0.0,0.0,6.0,1,,,,,,753.5307142857001,,,,,,0.0,0.0,1.0,0.0,0.0,13.8207142857
556,0.0,39,160,1500.0057142857002,1500.0057142857002,6.0,6.0,1355.9464285714,1355.9464285714,35.7142857143,584.4107142857,732.4285714286,38.0,38.0,1.0,29.0,7.0,1,,,,,,227.2621428571,,,,,,1.0,0.0,0.0,4.1792857143,0.0,0.0
289,1.0,44,150,300.0671428571,298.7885714286,3.0,2.0,324.8575,324.8575,178.5714285714,0.0,143.8932142857,5.0,5.0,2.0,0.0,2.0,1,1.0,2.0,1.0,,,152.8221428571,6597.335,0.0,0.0,,,,,,,,
179,1.0,20,109,1322.1446428572,1322.1446428572,5.0,5.0,642.6071428571,642.6071428571,89.2857142857,10.3214285714,539.6071428571,9.0,9.0,2.0,2.0,4.0,1,,,,,,11.6846428571,,,,,,0.0,0.0,1.0,0.0,0.0,14.138571428599999
1328,0.0,54,52,1467.7278571429001,1467.7278571429001,3.0,3.0,1490.3392857142999,1490.3392857142999,303.5714285714,275.2678571429,905.8214285714,51.0,51.0,6.0,18.0,21.0,1,,7.0,,,,505.8885714286,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
1355,1.0,55,101,921.1196428571001,921.1196428571001,2.0,2.0,0.8928571429000001,0.8928571429000001,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,,,,,,0.5932142857,,,,,,0.0,1.0,1.0,0.0,3.3928571429,5.8571428571
1021,0.0,29,8,0.0121428571,0.0121428571,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,2537.3210714285997,,,,,,,,,,,
958,1.0,63,68,3315.455,3313.0807142857,9.0,5.0,1024.9185714286,918.0435714286,214.2857142857,384.1178571429,419.5864285714,30.0,22.0,2.0,12.0,10.0,1,,,,1.0,,648.5142857143001,,,,511.9364285714,,,,,,,
669,0.0,56,58,615.1939285714,615.1939285714,2.0,2.0,647.4642857143,647.4642857143,321.4285714286,0.0,322.3928571429,8.0,8.0,2.0,0.0,4.0,1,,,1.0,,,174.6578571429,,,157.4832142857,,,,,,,,
282,0.0,50,152,389.1582142857,384.7546428571,4.0,2.0,393.5357142857,393.5357142857,71.4285714286,0.0,319.0714285714,7.0,7.0,1.0,0.0,5.0,1,1.0,,1.0,,,750.2471428571,6746.3125,,0.0,,,0.0,1.0,0.0,0.0,7.356785714299999,0.0
778,0.0,50,150,661.5914285714,472.1646428571,8.0,6.0,633.3092857143,446.85928571430003,71.4285714286,126.2714285714,54.8753571429,14.0,10.0,1.0,2.0,3.0,1,,,1.0,,,3821.465,,,0.0,,,,,,,,
555,1.0,29,22,0.0003571429,0.0003571429,1.0,1.0,1.9642857143,1.9642857143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,,,,,,16.0821428571,,,,,,,,,,,
617,1.0,29,26,0.013928571399999999,0.013928571399999999,1.0,1.0,1.9642857143,1.9642857143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,,,1.0,,,5577.3571428571995,,,0.0,,,0.0,1.0,0.0,0.0,110.47,0.0
365,0.0,60,192,0.0,0.0,0.0,0.0,71.25,71.25,67.8571428571,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1,,,,,,2664.7432142857,,,,,,0.0,1.0,0.0,0.0,0.8917857143000001,0.0
511,0.0,26,137,1292.1889285714,1198.4903571429,4.0,3.0,1076.8832142857,1069.8832142857,357.1428571429,130.2760714286,472.9285714286,30.0,28.0,4.0,9.0,12.0,1,,,1.0,,1.0,224.2139285714,,,0.0,,915.0682142857,,,,,,
214,0.0,39,9,491.0453571429,490.3310714286,3.0,2.0,809.0321428571001,807.6035714286,214.2857142857,139.7107142857,450.2142857143,19.0,17.0,2.0,9.0,5.0,1,,,1.0,1.0,,565.8,,,0.0,3522.2335714286,,,,,,,
221,0.0,42,186,358.5721428571,357.14321428569997,8.0,5.0,416.1035714286,414.675,10.714285714299999,0.0,252.1428571429,12.0,10.0,1.0,0.0,6.0,1,,,,1.0,,1442.2846428572,,,,0.0,,0.0,0.0,1.0,0.0,0.0,7.243214285700001
592,1.0,50,149,467.0642857143,464.2892857143,5.0,2.0,840.1785714286,840.1785714286,678.5714285714,0.0,158.0,11.0,11.0,2.0,0.0,8.0,1,1.0,,,,,402.0853571429,36166.5603571429,,,,,,,,,,
153,1.0,67,92,3553.2957142857,2154.0317857143,56.0,37.0,3820.0267857143,2146.8889285714004,264.2857142857,418.0132142857,1398.1428571429,92.0,57.0,12.0,15.0,18.0,1,1.0,,1.0,,,936.1510714286001,2514.2160714285997,,0.0,,,,,,,,
500,0.0,30,150,911.8089285714,911.0814285714,3.0,2.0,833.5678571428999,833.5678571428999,357.1428571429,0.0,473.4964285714,11.0,11.0,1.0,0.0,9.0,3,1.0,3.0,,,,1180.6592857143,10940.4303571429,35627.7096428571,,,,1.0,0.0,1.0,5.8819642857000005,0.0,10.0832142857
743,0.0,57,203,1586.9685714286,1586.9685714286,3.0,3.0,1630.1628571429,1630.1628571429,285.7142857143,341.4092857143,596.9642857143,39.0,39.0,3.0,20.0,13.0,1,,,,,,1928.7057142857,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
616,0.0,67,79,0.0010714286,0.0010714286,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,1083.7110714286,,,,,,,,,,,
229,0.0,74,141,178.62285714290002,178.62285714290002,2.0,2.0,19.821428571400002,19.821428571400002,0.0,0.0,17.8571428571,2.0,2.0,0.0,0.0,1.0,2,,,,,,264.95571428569997,,,,,,,,,,,
781,0.0,51,188,1865.6825,1865.6803571429,6.0,5.0,3002.8253571429,3002.8253571429,71.4285714286,69.6928571429,2860.0075,16.0,16.0,2.0,1.0,12.0,1,1.0,,,,,347.4175,3836.2682142857,,,,,,,,,,
169,0.0,75,76,1012.0132142857001,1012.0132142857001,3.0,3.0,869.4657142857001,869.4657142857001,217.8571428571,246.6775,403.5025,21.0,21.0,5.0,9.0,6.0,1,,,,,,1106.4257142857,,,,,,,,,,,
455,1.0,32,15,3024.1539285714002,1683.0082142857,24.0,10.0,2577.4185714286,1682.9971428572,0.0,382.4396428571,374.4285714286,47.0,10.0,0.0,24.0,6.0,1,2.0,,,1.0,,33553.8475,1073.4035714286001,,,530.3564285714,,0.0,1.0,1.0,0.0,18.2921428571,10.5714285714
627,0.0,30,227,2108.4353571429,2108.4353571429,2.0,2.0,2152.1428571429,2152.1428571429,0.0,0.0,2148.75,4.0,4.0,0.0,0.0,3.0,1,,2.0,,,,1604.2664285714002,,4107.860357142899,,,,0.0,0.0,1.0,0.0,0.0,9.3025
1061,0.0,21,80,1785.7378571429,1785.7378571429,2.0,2.0,2933.65,2933.65,0.0,94.75,2371.8571428572,18.0,18.0,0.0,1.0,14.0,1,,,,,,2279.7428571429,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1155,1.0,69,219,107.1432142857,107.1432142857,2.0,2.0,107.85714285709999,107.85714285709999,107.14285714290001,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1,,,,,,31.785714285700003,,,,,,0.0,1.0,1.0,0.0,0.21428571429999999,11.976428571400001
1451,0.0,49,151,107.1457142857,107.1457142857,2.0,2.0,304.0685714286,304.0685714286,250.0,54.068571428599995,0.0,2.0,2.0,1.0,1.0,0.0,1,,,,,,1877.0682142857002,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1157,1.0,71,171,1849.1260714285997,1696.1325,16.0,10.0,3103.2671428572,2210.8057142857,678.5714285714,661.7060714286,736.2857142857001,87.0,75.0,16.0,31.0,16.0,1,1.0,,1.0,1.0,,8214.665,86661.1382142857,,0.0,1.4285714286000002,,0.0,0.0,0.0,0.0,0.0,0.0
337,1.0,47,150,1675.8867857143,1228.2203571429,8.0,4.0,1252.9517857142998,1216.3232142857,392.8571428571,174.4775,197.7857142857,23.0,22.0,5.0,7.0,6.0,1,1.0,,1.0,,,188.9532142857,3591.7307142857003,,874.18,,,0.0,0.0,0.0,0.0,0.0,0.0
814,1.0,46,7,1237.5485714286,1222.4489285714,4.0,3.0,403.1785714286,403.1785714286,17.8571428571,0.0,384.6785714286,11.0,11.0,1.0,0.0,9.0,1,1.0,1.0,,,,2498.9321428572002,3639.5946428571997,308.8821428571,,,,0.0,0.0,0.0,0.0,0.0,0.0
870,0.0,22,101,142.3157142857,72.14,5.0,3.0,108.5657142857,72.14,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1,,,1.0,,,122.10642857139999,,,182.9657142857,,,,,,,,
508,1.0,53,0,1639.6628571429,1639.6628571429,3.0,3.0,1299.1071428572,1299.1071428572,0.0,60.3571428571,1225.0,6.0,6.0,0.0,1.0,1.0,1,,,,,,1329.2439285714,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
752,0.0,58,37,1036.5678571429,1034.4203571429,3.0,2.0,1248.6428571428999,1248.6428571428999,0.0,182.6785714286,1053.6428571428999,7.0,7.0,0.0,2.0,3.0,1,1.0,,,,,60.1139285714,14680.954285714299,,,,,,,,,,
87,0.0,45,58,0.0003571429,0.0003571429,1.0,1.0,3.3928571429,3.3928571429,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,,19.0,,,,826.4403571429,,1035.5771428572,,,,1.0,0.0,0.0,3.8751785713999998,0.0,0.0
719,1.0,35,95,250.00214285709998,250.00214285709998,2.0,2.0,303.3571428571,303.3571428571,32.1428571429,142.6428571429,128.5714285714,11.0,11.0,1.0,8.0,2.0,1,,,,,,79.3989285714,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
912,0.0,50,10,1561.255,1561.255,3.0,3.0,1562.1307142857002,1562.1307142857002,0.0,67.39642857140001,1428.3571428572,14.0,14.0,0.0,5.0,5.0,1,,,,,,3.4967857143,,,,,,,,,,,
1425,1.0,32,66,543.4471428571,543.4471428571,2.0,2.0,539.9685714286001,539.9685714286001,21.428571428599998,0.0,494.7185714286,10.0,10.0,1.0,0.0,5.0,1,,4.0,1.0,,,645.7096428571,,10888.2567857143,0.0,,,0.0,1.0,1.0,0.0,6.2857142857,24.25
444,0.0,63,250,222.2121428571,117.8575,3.0,2.0,124.32142857139999,117.82142857139999,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1,,,,,1.0,494.055,,,,,608.9953571429,0.0,0.0,1.0,0.0,0.0,12.0460714286
837,0.0,56,176,107.7167857143,107.7167857143,2.0,2.0,80.9285714286,80.9285714286,0.0,0.0,78.75,2.0,2.0,0.0,0.0,1.0,1,,,,,,686.4396428571,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
432,0.0,53,13,366.4189285714,357.1542857143,6.0,3.0,383.1957142857,383.0975,0.0,228.4546428571,154.6428571429,18.0,17.0,0.0,14.0,3.0,1,1.0,1.0,1.0,,,11.1421428571,1325.1767857143,0.0,284.9132142857,,,,,,,,
1442,1.0,26,9,966.1914285714,966.1914285714,2.0,2.0,653.5335714286,653.5335714286,246.4285714286,83.81928571430001,320.6071428571,18.0,18.0,5.0,8.0,3.0,1,,,1.0,,,0.0003571429,,,0.0,,,1.0,0.0,1.0,8.2807142857,0.0,15.8
1275,1.0,66,84,0.009642857099999999,0.009642857099999999,1.0,1.0,2.5310714286000002,2.5310714286000002,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1,,,,,,39.7917857143,,,,,,1.0,0.0,0.0,0.9698214286,0.0,0.0
378,0.0,75,44,2567.2960714286,2567.1878571429,3.0,2.0,1556.8857142857,1556.8857142857,0.0,62.778571428599996,1490.3928571429,8.0,8.0,0.0,1.0,5.0,1,1.0,,1.0,,,3677.9396428571995,16080.903928571399,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
776,0.0,33,152,393.0678571429,392.8942857143,4.0,3.0,339.4257142857,339.4257142857,0.0,0.0,334.7471428571,9.0,9.0,0.0,0.0,8.0,2,1.0,1.0,,,,0.0,10977.9267857143,11162.4396428571,,,,0.0,0.0,1.0,0.0,0.0,3.1489285714
1310,0.0,36,104,510.8703571429,510.8703571429,3.0,3.0,1002.6714285714,1002.6714285714,0.0,0.0,991.9571428571,16.0,16.0,0.0,0.0,14.0,1,,,,,,4018.2067857142997,,,,,,,,,,,
888,1.0,46,150,407.6814285714,407.6814285714,4.0,4.0,387.6785714286,387.6785714286,357.1428571429,0.0,0.0,5.0,5.0,1.0,0.0,0.0,1,,,,,,137.5217857143,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
224,1.0,83,175,1370.0346428572,1370.0346428572,2.0,2.0,0.8928571429000001,0.8928571429000001,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,,1.0,,,,215.4725,,0.0,,,,,,,,,
1153,0.0,40,46,220.0367857143,220.0367857143,3.0,3.0,214.6285714286,214.6285714286,0.0,8.45,203.7857142857,6.0,6.0,0.0,1.0,4.0,1,,1.0,,,,180.5317857143,,17.7285714286,,,,,,,,,
177,1.0,22,71,540.5871428570999,540.5871428570999,2.0,2.0,180.9642857143,180.9642857143,0.0,0.0,178.5714285714,3.0,3.0,0.0,0.0,2.0,1,,,,,,3515.7771428571996,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
881,0.0,72,179,0.0035714286,0.0035714286,1.0,1.0,107.60714285709999,107.60714285709999,107.14285714290001,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2,,,,,,3024.1453571428997,,,,,,0.0,0.0,1.0,0.0,0.0,6.6646428571000005
